,precision,recall,f1-score,support
3645,0.3191489361702128,0.6818181818181818,0.43478260869565216,22.0
3646,0.17708333333333334,0.6296296296296297,0.2764227642276423,27.0
3647,0.5454545454545454,0.8571428571428571,0.6666666666666666,7.0
3648,0.2682926829268293,0.6875,0.38596491228070173,16.0
3649,0.5,1.0,0.6666666666666666,1.0
365,0.23809523809523808,0.625,0.3448275862068966,8.0
3650,0.0,0.0,0.0,0.0
3651,0.0,0.0,0.0,0.0
3653,0.5555555555555556,1.0,0.7142857142857143,5.0
3654,0.0,0.0,0.0,0.0
3655,0.5,1.0,0.6666666666666666,1.0
3656,0.0,0.0,0.0,2.0
3659,0.5,1.0,0.6666666666666666,1.0
3660,0.3050847457627119,0.9,0.45569620253164556,20.0
3661,0.3333333333333333,1.0,0.5,1.0
3663,0.0,0.0,0.0,0.0
3664,0.0,0.0,0.0,0.0
3665,0.0,0.0,0.0,1.0
3666,1.0,0.25,0.4,4.0
3667,0.0,0.0,0.0,1.0
3669,0.0,0.0,0.0,1.0
367,0.0,0.0,0.0,2.0
3672,0.0,0.0,0.0,1.0
3673,1.0,1.0,1.0,1.0
3678,1.0,0.5,0.6666666666666666,2.0
3679,0.35,1.0,0.5185185185185185,7.0
368,0.625,0.7142857142857143,0.6666666666666666,7.0
3681,1.0,0.6,0.75,10.0
3682,0.46153846153846156,1.0,0.631578947368421,6.0
3684,0.0,0.0,0.0,0.0
3685,0.0,0.0,0.0,1.0
3686,0.0,0.0,0.0,0.0
3688,0.0,0.0,0.0,0.0
3689,1.0,1.0,1.0,1.0
3690,0.0,0.0,0.0,1.0
3691,0.0,0.0,0.0,0.0
3692,0.0,0.0,0.0,0.0
3693,0.0,0.0,0.0,0.0
3701,0.5,0.6,0.5454545454545454,5.0
3703,0.0,0.0,0.0,0.0
3704,1.0,1.0,1.0,2.0
3706,0.0,0.0,0.0,0.0
3709,0.5,1.0,0.6666666666666666,1.0
371,0.0,0.0,0.0,0.0
3710,0.0,0.0,0.0,0.0
3711,0.16666666666666666,1.0,0.2857142857142857,1.0
3713,1.0,0.3333333333333333,0.5,3.0
3714,0.0,0.0,0.0,1.0
3717,1.0,1.0,1.0,1.0
3718,0.0,0.0,0.0,0.0
372,0.0,0.0,0.0,1.0
3722,0.0,0.0,0.0,0.0
3723,0.0,0.0,0.0,0.0
3724,1.0,1.0,1.0,1.0
3727,0.0,0.0,0.0,0.0
3730,0.24260355029585798,0.7735849056603774,0.36936936936936937,53.0
3731,0.0,0.0,0.0,0.0
3732,0.8730964467005076,0.9502762430939227,0.91005291005291,181.0
3733,0.0,0.0,0.0,0.0
3735,0.0,0.0,0.0,1.0
3737,0.0,0.0,0.0,2.0
3739,0.3333333333333333,1.0,0.5,1.0
3741,0.0,0.0,0.0,0.0
3743,0.7333333333333333,1.0,0.8461538461538461,11.0
3745,0.0,0.0,0.0,1.0
3748,0.0,0.0,0.0,0.0
3749,1.0,0.3333333333333333,0.5,3.0
3751,0.6666666666666666,0.8571428571428571,0.75,7.0
3753,0.0,0.0,0.0,0.0
3754,0.0,0.0,0.0,0.0
3756,0.0,0.0,0.0,0.0
3757,0.0,0.0,0.0,1.0
3758,0.0,0.0,0.0,1.0
3759,1.0,1.0,1.0,3.0
3760,0.0,0.0,0.0,0.0
3763,0.5375,0.8958333333333334,0.671875,48.0
3764,0.0,0.0,0.0,0.0
3765,0.0,0.0,0.0,1.0
3766,0.0,0.0,0.0,1.0
3767,0.0,0.0,0.0,0.0
3769,0.0,0.0,0.0,0.0
377,0.0,0.0,0.0,0.0
3770,0.0,0.0,0.0,0.0
3771,0.0,0.0,0.0,0.0
3772,0.75,0.75,0.75,4.0
3773,0.0,0.0,0.0,0.0
3774,0.47398843930635837,0.7961165048543689,0.5942028985507246,103.0
3776,0.0,0.0,0.0,0.0
3777,1.0,0.5,0.6666666666666666,2.0
3778,0.0,0.0,0.0,1.0
3780,0.42857142857142855,0.75,0.5454545454545454,4.0
3782,0.0,0.0,0.0,2.0
3783,0.0,0.0,0.0,2.0
3784,0.0,0.0,0.0,1.0
3787,0.0,0.0,0.0,0.0
3789,0.0,0.0,0.0,2.0
3790,0.0,0.0,0.0,2.0
3793,0.0,0.0,0.0,3.0
3795,0.0,0.0,0.0,0.0
3796,0.0,0.0,0.0,0.0
3797,1.0,1.0,1.0,1.0
3798,0.0,0.0,0.0,0.0
380,0.0,0.0,0.0,0.0
3800,0.5,1.0,0.6666666666666666,1.0
3801,0.0,0.0,0.0,2.0
3802,0.3333333333333333,0.5,0.4,2.0
3803,0.2,1.0,0.3333333333333333,1.0
3804,0.0,0.0,0.0,0.0
3805,0.6666666666666666,1.0,0.8,2.0
3806,0.0,0.0,0.0,0.0
3809,0.5,1.0,0.6666666666666666,1.0
381,1.0,0.5,0.6666666666666666,2.0
3810,0.125,0.2222222222222222,0.16,9.0
3811,1.0,1.0,1.0,2.0
3812,0.0,0.0,0.0,0.0
3813,0.3,0.6666666666666666,0.41379310344827586,9.0
3814,0.0,0.0,0.0,0.0
3815,0.6,0.9,0.72,10.0
3816,0.0,0.0,0.0,0.0
3817,0.3333333333333333,0.6666666666666666,0.4444444444444444,3.0
3820,0.0,0.0,0.0,1.0
3821,0.16666666666666666,0.5,0.25,2.0
3822,0.0,0.0,0.0,1.0
3823,0.0,0.0,0.0,0.0
3824,0.46153846153846156,0.9230769230769231,0.6153846153846154,13.0
3825,0.5,0.5,0.5,2.0
3827,0.0,0.0,0.0,0.0
383,0.25,1.0,0.4,1.0
3830,0.0,0.0,0.0,0.0
3831,0.0,0.0,0.0,0.0
3832,0.0,0.0,0.0,0.0
3836,0.25,0.5,0.3333333333333333,2.0
3837,0.2857142857142857,1.0,0.4444444444444444,2.0
3839,0.0,0.0,0.0,0.0
3840,0.0,0.0,0.0,0.0
3841,0.0,0.0,0.0,0.0
3842,1.0,0.9795918367346939,0.9896907216494846,49.0
3843,0.6086956521739131,0.875,0.717948717948718,16.0
3844,0.3,0.5,0.375,12.0
3846,0.0,0.0,0.0,0.0
3849,0.0,0.0,0.0,0.0
385,0.0,0.0,0.0,0.0
3851,0.0,0.0,0.0,1.0
3854,1.0,0.5,0.6666666666666666,2.0
3855,0.2857142857142857,0.25,0.26666666666666666,8.0
3856,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0
3857,0.0,0.0,0.0,0.0
3859,1.0,0.5,0.6666666666666666,2.0
386,0.6,0.5,0.5454545454545454,12.0
3860,0.0,0.0,0.0,0.0
3861,0.6,0.42857142857142855,0.5,7.0
3862,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0
3863,0.0,0.0,0.0,0.0
3864,0.25,0.5,0.3333333333333333,2.0
3865,1.0,1.0,1.0,1.0
3866,0.0,0.0,0.0,3.0
3868,0.0,0.0,0.0,0.0
3869,0.0,0.0,0.0,1.0
387,0.8181818181818182,0.9473684210526315,0.8780487804878049,19.0
3870,0.7787610619469026,0.9777777777777777,0.8669950738916257,90.0
3871,0.0,0.0,0.0,3.0
3872,0.0,0.0,0.0,0.0
3873,0.0,0.0,0.0,1.0
3874,1.0,0.6666666666666666,0.8,3.0
3875,0.6,1.0,0.75,3.0
3876,0.5,1.0,0.6666666666666666,1.0
3878,1.0,0.5,0.6666666666666666,2.0
3879,0.0,0.0,0.0,2.0
388,1.0,0.8571428571428571,0.9230769230769231,7.0
3880,0.0,0.0,0.0,1.0
3881,0.0,0.0,0.0,0.0
3882,0.0,0.0,0.0,1.0
3883,0.0,0.0,0.0,0.0
3884,0.0,0.0,0.0,0.0
3885,0.14893617021276595,0.717948717948718,0.24669603524229075,39.0
3886,0.0,0.0,0.0,1.0
3887,0.0,0.0,0.0,1.0
3888,1.0,1.0,1.0,1.0
389,0.0,0.0,0.0,0.0
3890,0.0,0.0,0.0,1.0
3891,1.0,0.5,0.6666666666666666,2.0
3892,0.32142857142857145,0.6,0.4186046511627907,15.0
3893,1.0,0.5,0.6666666666666666,2.0
3895,0.0,0.0,0.0,2.0
3896,0.0,0.0,0.0,1.0
3897,0.0,0.0,0.0,2.0
3898,0.0,0.0,0.0,1.0
390,1.0,1.0,1.0,1.0
3903,0.0,0.0,0.0,1.0
3905,0.6666666666666666,0.4,0.5,5.0
3906,0.0,0.0,0.0,2.0
3908,0.0,0.0,0.0,0.0
391,0.5,0.5,0.5,2.0
3912,0.0,0.0,0.0,0.0
3913,1.0,0.5,0.6666666666666666,2.0
3916,0.0,0.0,0.0,0.0
3917,0.0,0.0,0.0,0.0
3918,1.0,1.0,1.0,3.0
3919,0.0,0.0,0.0,0.0
392,0.0,0.0,0.0,1.0
3920,0.0,0.0,0.0,0.0
3924,0.0,0.0,0.0,0.0
3926,1.0,1.0,1.0,1.0
3927,0.0,0.0,0.0,0.0
3928,0.0,0.0,0.0,0.0
3929,0.0,0.0,0.0,0.0
3932,0.0,0.0,0.0,1.0
3933,0.0,0.0,0.0,0.0
3934,0.0,0.0,0.0,0.0
3936,0.0,0.0,0.0,0.0
394,0.75,1.0,0.8571428571428571,3.0
3942,1.0,0.6666666666666666,0.8,3.0
3943,0.0,0.0,0.0,0.0
3944,0.0,0.0,0.0,0.0
3946,0.0,0.0,0.0,2.0
3948,0.0,0.0,0.0,0.0
3949,0.0,0.0,0.0,0.0
3952,0.0,0.0,0.0,0.0
3953,0.0,0.0,0.0,0.0
3955,0.0,0.0,0.0,0.0
3959,0.0,0.0,0.0,0.0
3961,0.0,0.0,0.0,1.0
3965,0.0,0.0,0.0,0.0
3967,1.0,1.0,1.0,1.0
3968,0.0,0.0,0.0,0.0
3969,0.0,0.0,0.0,0.0
397,0.0,0.0,0.0,0.0
3970,0.0,0.0,0.0,0.0
3971,0.0,0.0,0.0,0.0
3983,0.0,0.0,0.0,0.0
3988,0.0,0.0,0.0,1.0
399,1.0,1.0,1.0,2.0
3995,0.16666666666666666,0.25,0.2,4.0
3998,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,1.0
40,0.0,0.0,0.0,1.0
4000,1.0,1.0,1.0,1.0
4001,0.0,0.0,0.0,0.0
4002,0.0,0.0,0.0,0.0
4003,0.6,0.75,0.6666666666666666,4.0
4004,0.8,0.6666666666666666,0.7272727272727273,6.0
4005,0.5,0.8,0.6153846153846154,5.0
4008,0.75,1.0,0.8571428571428571,3.0
4010,0.0,0.0,0.0,0.0
4014,0.0,0.0,0.0,6.0
4015,0.0,0.0,0.0,0.0
4016,1.0,1.0,1.0,1.0
4017,0.0,0.0,0.0,0.0
4018,0.0,0.0,0.0,0.0
402,0.0,0.0,0.0,0.0
4020,0.0,0.0,0.0,0.0
4021,1.0,1.0,1.0,1.0
4022,0.0,0.0,0.0,4.0
4025,1.0,0.5,0.6666666666666666,4.0
4028,1.0,1.0,1.0,1.0
403,0.0,0.0,0.0,1.0
4031,0.625,0.7142857142857143,0.6666666666666666,14.0
4033,0.27586206896551724,0.7272727272727273,0.4,11.0
4034,0.0,0.0,0.0,0.0
4036,0.5416666666666666,0.6666666666666666,0.5977011494252874,39.0
4037,1.0,1.0,1.0,1.0
4038,0.14,0.3684210526315789,0.2028985507246377,19.0
4039,0.2727272727272727,0.6,0.375,10.0
4040,0.21428571428571427,0.375,0.2727272727272727,8.0
4041,0.0,0.0,0.0,0.0
4042,0.3,0.75,0.42857142857142855,4.0
4043,0.5,1.0,0.6666666666666666,2.0
4044,0.6666666666666666,0.5,0.5714285714285714,4.0
4045,0.375,0.3333333333333333,0.35294117647058826,9.0
4046,0.0,0.0,0.0,0.0
4047,0.09090909090909091,0.3333333333333333,0.14285714285714285,3.0
4048,0.5151515151515151,0.7083333333333334,0.5964912280701754,24.0
4049,0.14285714285714285,0.25,0.18181818181818182,4.0
4050,0.6,0.6,0.6,5.0
4051,0.0,0.0,0.0,1.0
4053,0.0,0.0,0.0,0.0
4054,0.0,0.0,0.0,1.0
4055,0.8,0.8,0.8,5.0
4056,0.5714285714285714,0.8,0.6666666666666666,5.0
4057,0.07317073170731707,0.25,0.11320754716981132,12.0
4059,0.7763157894736842,0.9365079365079365,0.8489208633093526,63.0
4060,0.0,0.0,0.0,3.0
4061,0.0,0.0,0.0,0.0
4062,0.35714285714285715,0.7142857142857143,0.47619047619047616,14.0
4063,0.0,0.0,0.0,0.0
4065,0.5,0.5,0.5,2.0
4066,0.1,0.3333333333333333,0.15384615384615385,3.0
4068,1.0,0.25,0.4,4.0
4070,0.0,0.0,0.0,0.0
4071,0.0,0.0,0.0,1.0
4073,0.8888888888888888,0.8421052631578947,0.8648648648648649,19.0
4074,0.0,0.0,0.0,2.0
4075,0.0,0.0,0.0,0.0
4076,0.0,0.0,0.0,0.0
4078,0.15151515151515152,0.5,0.23255813953488372,40.0
4079,0.18604651162790697,0.4444444444444444,0.26229508196721313,18.0
408,0.0,0.0,0.0,0.0
4080,0.5236842105263158,0.9128440366972477,0.6655518394648829,218.0
4081,0.5797101449275363,0.8888888888888888,0.7017543859649122,45.0
4082,0.16666666666666666,0.3333333333333333,0.2222222222222222,3.0
4083,0.4375,0.7368421052631579,0.5490196078431373,19.0
4084,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0
4085,1.0,1.0,1.0,1.0
4087,0.0,0.0,0.0,0.0
4088,0.5238095238095238,0.9166666666666666,0.6666666666666666,12.0
409,0.0,0.0,0.0,0.0
4092,0.3333333333333333,1.0,0.5,1.0
4095,0.0,0.0,0.0,0.0
4096,0.0,0.0,0.0,1.0
4097,0.0,0.0,0.0,0.0
4099,0.0,0.0,0.0,0.0
4105,0.0,0.0,0.0,0.0
4108,0.0,0.0,0.0,0.0
4109,0.0,0.0,0.0,1.0
411,0.0,0.0,0.0,1.0
4110,0.0,0.0,0.0,0.0
4111,0.0,0.0,0.0,0.0
4112,0.0,0.0,0.0,0.0
4115,0.0,0.0,0.0,1.0
4116,0.0,0.0,0.0,0.0
4117,0.0,0.0,0.0,0.0
412,0.0,0.0,0.0,0.0
4122,0.0,0.0,0.0,0.0
4125,0.2,0.4666666666666667,0.28,15.0
4126,0.0,0.0,0.0,1.0
4127,0.0,0.0,0.0,0.0
4128,0.5,0.75,0.6,8.0
4129,0.3333333333333333,1.0,0.5,1.0
413,0.0,0.0,0.0,0.0
4130,0.0,0.0,0.0,0.0
4131,0.0,0.0,0.0,0.0
4133,1.0,0.5,0.6666666666666666,6.0
4136,0.25,0.3333333333333333,0.2857142857142857,3.0
4139,0.0,0.0,0.0,0.0
414,0.0,0.0,0.0,1.0
4141,0.0,0.0,0.0,1.0
4143,0.0,0.0,0.0,0.0
4144,0.0,0.0,0.0,0.0
4146,0.5,1.0,0.6666666666666666,2.0
4148,0.6,1.0,0.75,3.0
4151,0.4,0.5,0.4444444444444444,4.0
4152,0.44,0.7333333333333333,0.55,15.0
4155,0.0,0.0,0.0,2.0
4158,0.0,0.0,0.0,0.0
4159,0.0,0.0,0.0,0.0
416,0.0,0.0,0.0,0.0
4160,0.6666666666666666,0.8,0.7272727272727273,10.0
4161,0.2857142857142857,1.0,0.4444444444444444,2.0
4162,0.0,0.0,0.0,0.0
4163,1.0,0.5,0.6666666666666666,6.0
4164,1.0,0.8333333333333334,0.9090909090909091,6.0
4165,0.0,0.0,0.0,0.0
4166,0.0,0.0,0.0,0.0
4167,1.0,0.6666666666666666,0.8,3.0
417,0.0,0.0,0.0,0.0
4170,0.5223880597014925,0.9459459459459459,0.6730769230769231,37.0
4171,1.0,1.0,1.0,7.0
4172,0.9387755102040817,0.9387755102040817,0.9387755102040817,49.0
4175,0.0,0.0,0.0,0.0
4176,0.0,0.0,0.0,0.0
4177,0.0,0.0,0.0,0.0
4178,1.0,1.0,1.0,1.0
4179,0.0,0.0,0.0,1.0
4180,0.0,0.0,0.0,0.0
4181,0.0,0.0,0.0,0.0
4182,0.0,0.0,0.0,0.0
4184,0.0,0.0,0.0,0.0
4185,0.0,0.0,0.0,1.0
4186,0.0,0.0,0.0,0.0
4187,0.0,0.0,0.0,1.0
4189,0.0,0.0,0.0,0.0
4191,0.0,0.0,0.0,0.0
4193,0.0,0.0,0.0,1.0
4195,0.5,1.0,0.6666666666666666,1.0
4196,0.0,0.0,0.0,0.0
4197,1.0,1.0,1.0,2.0
42,0.25,1.0,0.4,1.0
420,0.0,0.0,0.0,0.0
4203,0.0,0.0,0.0,0.0
4204,0.375,1.0,0.5454545454545454,3.0
4207,0.0,0.0,0.0,0.0
4208,0.0,0.0,0.0,0.0
4210,0.625,0.7142857142857143,0.6666666666666666,7.0
4211,0.0,0.0,0.0,1.0
4212,1.0,1.0,1.0,8.0
4213,1.0,1.0,1.0,3.0
4215,0.5714285714285714,0.9361702127659575,0.7096774193548387,47.0
4216,0.0,0.0,0.0,2.0
4217,0.5,0.75,0.6,4.0
4218,0.0,0.0,0.0,0.0
4219,0.0,0.0,0.0,0.0
4220,0.0,0.0,0.0,1.0
4224,0.5714285714285714,0.8,0.6666666666666666,5.0
4225,0.25,0.25,0.25,4.0
4227,0.7333333333333333,0.8461538461538461,0.7857142857142857,13.0
4232,0.0,0.0,0.0,0.0
4234,0.0,0.0,0.0,0.0
4236,0.775,0.8611111111111112,0.8157894736842105,36.0
4237,0.0,0.0,0.0,0.0
4238,0.0,0.0,0.0,2.0
4239,0.0,0.0,0.0,0.0
424,0.7272727272727273,1.0,0.8421052631578947,8.0
4245,0.0,0.0,0.0,2.0
4246,1.0,0.6,0.75,5.0
4247,0.0,0.0,0.0,0.0
4248,0.0,0.0,0.0,0.0
4250,0.4444444444444444,0.6666666666666666,0.5333333333333333,6.0
4252,0.0,0.0,0.0,1.0
4253,0.0,0.0,0.0,0.0
4256,0.2571428571428571,0.75,0.3829787234042553,12.0
4257,0.36,0.9,0.5142857142857142,10.0
4258,0.5581395348837209,0.8571428571428571,0.676056338028169,28.0
4259,0.0,0.0,0.0,0.0
426,0.5,1.0,0.6666666666666666,1.0
4260,0.0,0.0,0.0,0.0
4261,0.0,0.0,0.0,4.0
4262,0.5,0.4,0.4444444444444444,5.0
4263,0.3333333333333333,0.5,0.4,2.0
4264,0.0,0.0,0.0,0.0
4266,0.0,0.0,0.0,0.0
4268,0.0,0.0,0.0,0.0
427,0.5,0.625,0.5555555555555556,8.0
4270,0.0,0.0,0.0,0.0
4271,0.4827586206896552,1.0,0.6511627906976745,14.0
4273,0.0,0.0,0.0,0.0
4274,0.0,0.0,0.0,2.0
4276,0.0,0.0,0.0,0.0
4279,0.0,0.0,0.0,0.0
4280,0.1111111111111111,0.25,0.15384615384615385,4.0
4281,0.7142857142857143,0.7142857142857143,0.7142857142857143,7.0
4284,0.328,0.8367346938775511,0.47126436781609193,49.0
4285,0.0,0.0,0.0,1.0
4286,0.5,1.0,0.6666666666666666,1.0
4288,0.6875,0.9166666666666666,0.7857142857142857,24.0
4289,0.6,0.5454545454545454,0.5714285714285714,11.0
429,1.0,0.5,0.6666666666666666,2.0
4291,0.1643835616438356,0.5217391304347826,0.25,23.0
4292,0.0,0.0,0.0,0.0
4294,0.0,0.0,0.0,4.0
4295,0.0,0.0,0.0,0.0
4298,0.21428571428571427,0.6666666666666666,0.32432432432432434,9.0
430,0.0,0.0,0.0,0.0
4300,0.5,0.5,0.5,2.0
4303,0.0,0.0,0.0,1.0
4304,0.0,0.0,0.0,0.0
4306,0.0,0.0,0.0,0.0
4307,0.6,0.5,0.5454545454545454,6.0
4308,0.3274336283185841,0.8222222222222222,0.46835443037974683,45.0
4309,0.0,0.0,0.0,0.0
431,0.43478260869565216,0.9090909090909091,0.5882352941176471,22.0
4310,0.8888888888888888,0.8888888888888888,0.8888888888888888,9.0
4311,0.0,0.0,0.0,1.0
4313,0.0,0.0,0.0,0.0
4314,0.4,0.9210526315789473,0.5577689243027888,76.0
4315,0.8207547169811321,0.9942857142857143,0.8992248062015504,175.0
4316,0.7238805970149254,0.97,0.8290598290598291,100.0
4317,0.7333333333333333,0.8461538461538461,0.7857142857142857,13.0
4318,0.0,0.0,0.0,0.0
4319,0.84375,0.9,0.8709677419354839,30.0
432,0.0,0.0,0.0,0.0
4320,0.6116504854368932,0.9130434782608695,0.7325581395348837,69.0
4322,1.0,1.0,1.0,1.0
4324,0.7954545454545454,0.9210526315789473,0.8536585365853658,38.0
4327,0.24561403508771928,0.7,0.36363636363636365,20.0
4328,0.1836734693877551,1.0,0.3103448275862069,9.0
4329,0.375,1.0,0.5454545454545454,3.0
433,0.0,0.0,0.0,0.0
4330,0.0,0.0,0.0,1.0
4331,1.0,0.3333333333333333,0.5,3.0
4332,0.0,0.0,0.0,0.0
4333,0.25,1.0,0.4,1.0
4335,0.0,0.0,0.0,0.0
4337,0.1875,0.6,0.2857142857142857,5.0
