epoch,time_sec,train_loss,train_acc,val_loss,val_acc,lr
1,14.752263222998474,0.3088144559264723,0.25656561966170216,0.7028227837507425,0.20992028615741706,0.0001
2,13.657194156554805,0.3442630459352344,0.26456844893107606,0.7098846570812593,0.2231005308036172,9.796122448979593e-05
3,14.616960722519277,0.38496963668571826,0.26644439941477394,0.6938376122457187,0.22359332763975734,9.592244897959183e-05
4,14.040751254384428,0.4948670819279823,0.2782109889882863,0.762208423373811,0.20755994755432342,9.388367346938776e-05
5,14.038966256712108,0.4376084835937612,0.27654193422316464,0.772840223663064,0.20963932413626127,9.184489795918368e-05
6,14.413857570927227,0.47548568838329214,0.268678356268394,0.8077468543857022,0.20963354639885917,8.98061224489796e-05
7,14.090669326632376,0.5709383661125879,0.2644565144700951,0.8752580869654548,0.23280564973862447,8.776734693877552e-05
8,14.113608914791348,0.6154378428352256,0.2796376404960188,0.9191468568724336,0.22420235306812292,8.572857142857143e-05
9,14.26485361438441,0.6597848459678204,0.27079400126256103,0.9699397415954982,0.22572959090556052,8.368979591836735e-05
10,14.56522198999061,0.8021413571829096,0.27965009142335884,1.0,0.2321406976760183,8.165102040816327e-05
11,14.940789337808502,0.884984374019485,0.2778084024764564,1.0,0.22625182263397964,7.961224489795918e-05
12,14.184931663408406,0.9003422430306857,0.29037358614500053,1.0,0.23470527575258252,7.75734693877551e-05
13,14.141477281592413,1.0,0.28066370919791617,1.0,0.23305146919531017,7.553469387755102e-05
14,13.670195551679956,1.0,0.2999024675358027,1.0,0.24884713253806173,7.349591836734695e-05
15,13.826848304019785,1.0,0.30779371326172444,1.0,0.2453617501495981,7.145714285714287e-05
16,14.936208103601876,1.0,0.29371361968428655,1.0,0.25999375012340287,6.941836734693878e-05
17,14.915026080606593,1.0,0.31492593113376327,1.0,0.27196117110074386,6.73795918367347e-05
18,14.822736421734746,1.0,0.3253819970953298,1.0,0.2737926763095282,6.534081632653062e-05
19,14.46961584360509,1.0,0.33683974000245576,1.0,0.28959616677216166,6.330204081632653e-05
20,13.820737218195912,1.0,0.3466101677356502,1.0,0.288895613390561,6.126326530612245e-05
21,14.45524802071026,1.0,0.36087424455810474,1.0,0.30199915573649183,5.922448979591837e-05
22,13.708719377977355,1.0,0.3783873798001982,1.0,0.32501971349672654,5.718571428571429e-05
23,14.188056105458044,1.0,0.37753854628128847,1.0,0.33862479586856364,5.5146938775510206e-05
24,14.810794777734477,1.0,0.40439157409194754,1.0,0.34932040980472406,5.310816326530612e-05
25,13.88767545880061,1.0,0.42363643080272917,1.0,0.37446544762989625,5.106938775510204e-05
26,14.497276646643797,1.0,0.43892110169387893,1.0,0.40578770891759897,4.9030612244897964e-05
27,14.794011504055439,1.0,0.4814317576420861,1.0,0.4170938946518747,4.699183673469388e-05
28,13.723272094566328,1.0,0.48485741834604873,1.0,0.44560823353408796,4.4953061224489794e-05
29,14.34442493723846,1.0,0.520150045311966,1.0,0.4683962570183705,4.2914285714285716e-05
30,13.738732895719721,1.0,0.5378326902117015,1.0,0.49807235991635146,4.087551020408164e-05
31,13.75934238987345,1.0,0.573715737352164,1.0,0.5257481167441878,3.8836734693877546e-05
32,13.656034441485346,1.0,0.5952363708171605,1.0,0.5541613180616143,3.679795918367347e-05
33,13.804406389500251,1.0,0.623149546966896,1.0,0.580564385390865,3.475918367346939e-05
34,14.182783945084331,1.0,0.6517865126129305,1.0,0.6087369081821113,3.272040816326531e-05
35,14.691862374342325,1.0,0.6696970513282042,1.0,0.6318773120597749,3.068163265306123e-05
36,14.986234021471173,1.0,0.6980070033082401,1.0,0.6549345069070035,2.864285714285714e-05
37,14.707525800870679,1.0,0.7180121904430593,1.0,0.6737891951914811,2.6604081632653062e-05
38,14.066123108574633,1.0,0.7427219863696495,1.0,0.6800418154369865,2.4565306122448983e-05
39,14.27360613843276,1.0,0.7682812457877095,1.0,0.7161033532850182,2.252653061224489e-05
40,13.588348382058117,1.0,0.7704240537749103,1.0,0.7320123305234206,2.0487755102040813e-05
41,14.566643529304542,1.0,0.7965651319803969,1.0,0.7491861644961461,1.8448979591836735e-05
42,13.608761720096455,1.0,0.8085761688437585,1.0,0.7579444313786042,1.6410204081632656e-05
43,14.823917372894819,1.0,0.8209294249787031,1.0,0.7862457739959503,1.4371428571428578e-05
44,14.589086727849837,1.0,0.8336300035152365,1.0,0.7824285212783149,1.2332653061224486e-05
45,14.750049318662633,1.0,0.8570923620799764,1.0,0.8066005294309275,1.0293877551020408e-05
46,14.565346025744425,1.0,0.860674782975094,1.0,0.8118764818328835,8.25510204081633e-06
47,14.546144877306288,1.0,0.852277359218113,1.0,0.8239211867656211,6.2163265306122375e-06
48,14.89515420511226,1.0,0.861115632254185,1.0,0.8335494839043885,4.177551020408159e-06
49,14.822509123285924,1.0,0.8643709038129318,1.0,0.8464514477389642,2.138775510204081e-06
50,13.642457974944687,1.0,0.8728249311712236,1.0,0.8478821232761231,1e-07
