epoch,time_sec,train_loss,train_acc,val_loss,val_acc,lr
1,14.061810178271044,0.37366159964364165,0.25474729840981397,0.6596415964493889,0.20701607402541117,0.0001
2,14.926071459614874,0.4112274258436705,0.260081365427081,0.733900916883574,0.20391631324558077,9.796122448979593e-05
3,14.597990912717108,0.34255345062527254,0.2615220805132453,0.7230139851589265,0.20946592236800166,9.592244897959183e-05
4,14.397987726295554,0.37183292880171126,0.2592811737790856,0.7700349281931895,0.21569677751534777,9.388367346938776e-05
5,13.734027960663655,0.46292082564378445,0.25562180454475975,0.7463530770822984,0.20630197276938292,9.184489795918368e-05
6,13.733991780504304,0.5450581751673998,0.2573271452359752,0.8025743666214308,0.20764836039969634,8.98061224489796e-05
7,13.587125418252299,0.6305158179917062,0.25824089395173727,0.8400062813203253,0.22010572681210358,8.776734693877552e-05
8,14.799264218662403,0.6277445356304698,0.2711422761751135,0.8986543607560812,0.21708134907378043,8.572857142857143e-05
9,14.401672517614813,0.6544807647565272,0.27218933914494997,0.9477419826877478,0.21181892527700405,8.368979591836735e-05
10,14.562108866694068,0.8113193569018298,0.263719861512011,1.0,0.22041291596079346,8.165102040816327e-05
11,13.530876741443704,0.8308885500285894,0.2665454613804175,1.0,0.21731850082303877,7.961224489795918e-05
12,14.954864778242992,0.946360474682331,0.27586123060893414,1.0,0.22073010610931176,7.75734693877551e-05
13,14.748663961200632,0.996867401255257,0.27504734046715473,1.0,0.22895799186173563,7.553469387755102e-05
14,13.818508666017415,1.0,0.2769892821814663,1.0,0.22064485344790924,7.349591836734695e-05
15,13.77273745081065,1.0,0.2925864445135387,1.0,0.22711827975603893,7.145714285714287e-05
16,13.775106764780151,1.0,0.29445149466829645,1.0,0.24025812671582858,6.941836734693878e-05
17,13.956363364439307,1.0,0.2923603098507283,1.0,0.24464207268370533,6.73795918367347e-05
18,14.287134647448356,1.0,0.3192244529520852,1.0,0.26072185373254964,6.534081632653062e-05
19,14.147917527963173,1.0,0.3195734673103328,1.0,0.2626444926639,6.330204081632653e-05
20,13.936843710297063,1.0,0.32919630372853936,1.0,0.2701209740173622,6.126326530612245e-05
21,14.41777934208357,1.0,0.3417009832086319,1.0,0.2992367564454323,5.922448979591837e-05
22,13.709240790978063,1.0,0.362742051201546,1.0,0.3023690804573449,5.718571428571429e-05
23,13.938216972802827,1.0,0.38240651832935973,1.0,0.31890909255873806,5.5146938775510206e-05
24,14.049542764940538,1.0,0.37434201434684494,1.0,0.3262730101460908,5.310816326530612e-05
25,14.184104976325553,1.0,0.4018278645806026,1.0,0.3494116011340281,5.106938775510204e-05
26,14.67776394208952,1.0,0.42938804492165933,1.0,0.37269581278977715,4.9030612244897964e-05
27,13.79951067323754,1.0,0.44257109751393814,1.0,0.38587953603421377,4.699183673469388e-05
28,14.271351657620418,1.0,0.47054739893365327,1.0,0.41705094859370995,4.4953061224489794e-05
29,14.388621853293063,1.0,0.4871692895837092,1.0,0.434260078066474,4.2914285714285716e-05
30,13.569675619079996,1.0,0.5033094854584085,1.0,0.4599878945067896,4.087551020408164e-05
31,14.411317277852158,1.0,0.528734350306026,1.0,0.48252044081825557,3.8836734693877546e-05
32,13.755786185530937,1.0,0.5603203075681182,1.0,0.5218403789778908,3.679795918367347e-05
33,13.59757738947792,1.0,0.5787275227226534,1.0,0.5351194424944647,3.475918367346939e-05
34,14.92332830588,1.0,0.607916049805485,1.0,0.5528862624595184,3.272040816326531e-05
35,14.948448049611839,1.0,0.6240283314068571,1.0,0.5874617670263418,3.068163265306123e-05
36,14.712596022174692,1.0,0.6544053318407025,1.0,0.5974974525502599,2.864285714285714e-05
37,13.956920653760056,1.0,0.6496802707686787,1.0,0.6271608102557424,2.6604081632653062e-05
38,13.646508171009575,1.0,0.6894426211085534,1.0,0.6338634933900233,2.4565306122448983e-05
39,14.526349539768235,1.0,0.7013321721616302,1.0,0.6558886863501274,2.252653061224489e-05
40,14.160228740609401,1.0,0.7115629870207462,1.0,0.6817427249843485,2.0487755102040813e-05
41,13.683057352267168,1.0,0.7290411881883109,1.0,0.7001546122793264,1.8448979591836735e-05
42,14.242765365166905,1.0,0.7475300267997831,1.0,0.7104024590469326,1.6410204081632656e-05
43,13.551582781672828,1.0,0.7688353896920156,1.0,0.7208791472832207,1.4371428571428578e-05
44,14.863980603118174,1.0,0.7741464536316961,1.0,0.7305960719375946,1.2332653061224486e-05
45,13.888169972400025,1.0,0.7736636756421746,1.0,0.7330894527859886,1.0293877551020408e-05
46,14.493783426530973,1.0,0.7939410833031834,1.0,0.7460333649585199,8.25510204081633e-06
47,13.967566614134116,1.0,0.8064545981833252,1.0,0.7549231747319672,6.2163265306122375e-06
48,14.280102031766717,1.0,0.8013508620621368,1.0,0.7704147796359689,4.177551020408159e-06
49,14.32006541901492,1.0,0.8056634036665721,1.0,0.771672947126753,2.138775510204081e-06
50,13.77728168328829,1.0,0.8028739551450643,1.0,0.7638239575417509,1e-07
